n, s
9, 9.322166442871094e-05
10, 9.393692016601562e-05
11, 0.00010013580322265625
12, 0.00011229515075683594
13, 0.00012111663818359375
14, 0.00023698806762695312
15, 0.00015211105346679688
16, 0.0001621246337890625
17, 0.00018286705017089844
18, 0.0002338886260986328
19, 0.00023794174194335938
20, 0.00039696693420410156
21, 0.0002651214599609375
22, 0.00028061866760253906
23, 0.00031495094299316406
24, 0.00024700164794921875
25, 0.00030303001403808594
26, 0.0004010200500488281
27, 0.00033402442932128906
28, 0.0002968311309814453
29, 0.0004341602325439453
30, 0.00043010711669921875
31, 0.00040602684020996094
32, 0.0004429817199707031
33, 0.0009398460388183594
34, 0.0002276897430419922
35, 0.000263214111328125
36, 0.0002620220184326172
37, 0.0002799034118652344
38, 0.0002810955047607422
39, 0.0002570152282714844
40, 0.00025391578674316406
41, 0.0006120204925537109
42, 0.0008628368377685547
43, 0.0003719329833984375
44, 0.0002460479736328125
45, 0.0002460479736328125
46, 0.0002841949462890625
47, 0.0009493827819824219
48, 0.0007150173187255859
49, 0.00049591064453125
50, 0.0004470348358154297
51, 0.00043487548828125
52, 0.0004417896270751953
53, 0.0004520416259765625
54, 0.0004527568817138672
55, 0.0005249977111816406
56, 0.000598907470703125
57, 0.000553131103515625
58, 0.0005679130554199219
59, 0.0006158351898193359
60, 0.0010499954223632812
61, 0.0007250308990478516
62, 0.0009620189666748047
63, 0.00046515464782714844
64, 0.0005197525024414062
65, 0.0005056858062744141
66, 0.00037217140197753906
67, 0.0007619857788085938
68, 0.0003502368927001953
69, 0.0003559589385986328
70, 0.0003612041473388672
71, 0.0003650188446044922
72, 0.0003681182861328125
73, 0.00037789344787597656
74, 0.0003800392150878906
75, 0.00048089027404785156
76, 0.0003948211669921875
77, 0.00040078163146972656
78, 0.0004069805145263672
79, 0.00041174888610839844
80, 0.0004258155822753906
81, 0.0017430782318115234
82, 0.0010929107666015625
83, 0.000926971435546875
84, 0.0005261898040771484
85, 0.0006020069122314453
86, 0.0008540153503417969
87, 0.0008571147918701172
88, 0.0004792213439941406
89, 0.00047588348388671875
90, 0.0004761219024658203
91, 0.00047898292541503906
92, 0.0004799365997314453
93, 0.0004820823669433594
94, 0.000576019287109375
95, 0.0005719661712646484
96, 0.0004992485046386719
97, 0.0006220340728759766
98, 0.0009937286376953125
99, 0.0019559860229492188
100, 0.0008320808410644531
101, 0.0005409717559814453
102, 0.0005362033843994141
103, 0.0005350112915039062
104, 0.0006122589111328125
105, 0.0005660057067871094
106, 0.0017971992492675781
107, 0.0005581378936767578
108, 0.0005590915679931641
109, 0.0005669593811035156
110, 0.0006189346313476562
111, 0.000701904296875
112, 0.0012619495391845703
113, 0.0015399456024169922
114, 0.0006580352783203125
115, 0.0006108283996582031
116, 0.0011620521545410156
117, 0.0006310939788818359
118, 0.0006120204925537109
119, 0.0006170272827148438
120, 0.0006229877471923828
121, 0.0006337165832519531
122, 0.0006341934204101562
123, 0.0006380081176757812
124, 0.0007951259613037109
125, 0.0011570453643798828
126, 0.0009868144989013672
127, 0.0006849765777587891
128, 0.0006639957427978516
129, 0.0006787776947021484
130, 0.0006771087646484375
131, 0.0008671283721923828
132, 0.0007781982421875
133, 0.0006861686706542969
134, 0.0006799697875976562
135, 0.0006971359252929688
136, 0.0007071495056152344
137, 0.0015292167663574219
138, 0.001016855239868164
139, 0.0011429786682128906
140, 0.0008199214935302734
141, 0.0007379055023193359
142, 0.0007460117340087891
143, 0.0007379055023193359
144, 0.0007448196411132812
145, 0.0007500648498535156
146, 0.0007510185241699219
147, 0.0007581710815429688
148, 0.0008902549743652344
149, 0.0015869140625
150, 0.001505136489868164
151, 0.0008029937744140625
152, 0.0008111000061035156
153, 0.0008029937744140625
154, 0.0008170604705810547
155, 0.0008130073547363281
156, 0.0008220672607421875
157, 0.0008981227874755859
158, 0.0008320808410644531
159, 0.0009500980377197266
160, 0.001222848892211914
161, 0.0015041828155517578
162, 0.0009748935699462891
163, 0.000885009765625
164, 0.0009641647338867188
165, 0.0008809566497802734
166, 0.0008871555328369141
167, 0.0009007453918457031
168, 0.0009069442749023438
169, 0.0009119510650634766
170, 0.0009248256683349609
171, 0.0020780563354492188
172, 0.0018520355224609375
173, 0.0009679794311523438
174, 0.000926971435546875
175, 0.000946044921875
176, 0.0009911060333251953
177, 0.001004934310913086
178, 0.001199960708618164
179, 0.0010533332824707031
180, 0.0018811225891113281
181, 0.0018737316131591797
182, 0.0010790824890136719
183, 0.0010979175567626953
184, 0.001127004623413086
185, 0.0010361671447753906
186, 0.0010402202606201172
187, 0.0010571479797363281
188, 0.0011489391326904297
189, 0.0018761157989501953
190, 0.0020208358764648438
191, 0.001110076904296875
192, 0.0010979175567626953
193, 0.0010981559753417969
194, 0.0011188983917236328
195, 0.0011718273162841797
196, 0.0012328624725341797
197, 0.0012421607971191406
198, 0.001989126205444336
199, 0.0013148784637451172
200, 0.0011436939239501953
201, 0.0011432170867919922
202, 0.001249074935913086
203, 0.001142740249633789
204, 0.001154184341430664
205, 0.0011861324310302734
206, 0.002485036849975586
207, 0.0022759437561035156
208, 0.0012080669403076172
209, 0.0011992454528808594
210, 0.0011909008026123047
211, 0.0013501644134521484
212, 0.0012197494506835938
213, 0.002321958541870117
214, 0.002372264862060547
215, 0.001291036605834961
216, 0.0012290477752685547
217, 0.001232147216796875
218, 0.0013921260833740234
219, 0.0012516975402832031
220, 0.0013608932495117188
221, 0.0026788711547851562
222, 0.0016827583312988281
223, 0.0014111995697021484
224, 0.0012879371643066406
225, 0.0012888908386230469
226, 0.001294851303100586
227, 0.0013020038604736328
228, 0.0019419193267822266
229, 0.0022161006927490234
230, 0.0016100406646728516
231, 0.0015292167663574219
232, 0.0013358592987060547
233, 0.0015540122985839844
234, 0.0014579296112060547
235, 0.002724170684814453
236, 0.0016162395477294922
237, 0.001544952392578125
238, 0.001378774642944336
239, 0.0013611316680908203
240, 0.0013608932495117188
241, 0.0013849735260009766
242, 0.002908945083618164
243, 0.0016751289367675781
244, 0.0013921260833740234
245, 0.0014810562133789062
246, 0.0013959407806396484
247, 0.0016231536865234375
248, 0.0016551017761230469
249, 0.0029871463775634766
250, 0.0014688968658447266
251, 0.0018072128295898438
252, 0.003663778305053711
253, 0.001657724380493164
254, 0.0034089088439941406
255, 0.0014901161193847656
256, 0.0014977455139160156
257, 0.0014438629150390625
258, 0.0014469623565673828
259, 0.0016679763793945312
260, 0.003390073776245117
261, 0.002089977264404297
262, 0.00152587890625
263, 0.001753091812133789
264, 0.0015060901641845703
265, 0.0017032623291015625
266, 0.0031821727752685547
267, 0.0017390251159667969
268, 0.0015592575073242188
269, 0.0015270709991455078
270, 0.0015420913696289062
271, 0.0026187896728515625
272, 0.0029630661010742188
273, 0.001583099365234375
274, 0.0015630722045898438
275, 0.001912832260131836
276, 0.0016047954559326172
277, 0.003111124038696289
278, 0.0025930404663085938
279, 0.001600027084350586
280, 0.001611948013305664
281, 0.0016629695892333984
282, 0.0031778812408447266
283, 0.0017170906066894531
284, 0.0017201900482177734
285, 0.0016219615936279297
286, 0.001748800277709961
287, 0.001806020736694336
288, 0.0038042068481445312
289, 0.0018622875213623047
290, 0.0016591548919677734
291, 0.0016789436340332031
292, 0.0016951560974121094
293, 0.003398895263671875
294, 0.001753091812133789
295, 0.0016908645629882812
296, 0.001699209213256836
297, 0.002001047134399414
298, 0.0034952163696289062
299, 0.0017709732055664062
300, 0.0019431114196777344
301, 0.0017209053039550781
302, 0.0018181800842285156
303, 0.0035789012908935547
304, 0.0018107891082763672
305, 0.0017919540405273438
306, 0.0017557144165039062
307, 0.0018160343170166016
308, 0.004158973693847656
309, 0.0017828941345214844
310, 0.0017809867858886719
311, 0.0026161670684814453
312, 0.0021619796752929688
313, 0.003412008285522461
314, 0.001967191696166992
315, 0.0018486976623535156
316, 0.001909017562866211
317, 0.0027399063110351562
318, 0.0029027462005615234
319, 0.0019078254699707031
320, 0.0018739700317382812
321, 0.002084970474243164
322, 0.003442049026489258
323, 0.004544973373413086
324, 0.0019578933715820312
325, 0.0019719600677490234
326, 0.0031998157501220703
327, 0.0022840499877929688
328, 0.0020170211791992188
329, 0.0019450187683105469
330, 0.0022301673889160156
331, 0.006285190582275391
332, 0.00214385986328125
333, 0.001968860626220703
334, 0.0020759105682373047
335, 0.0030269622802734375
336, 0.0023779869079589844
337, 0.0020012855529785156
338, 0.0020248889923095703
339, 0.0023059844970703125
340, 0.0045108795166015625
341, 0.002125978469848633
342, 0.0021920204162597656
343, 0.0020189285278320312
344, 0.0036058425903320312
345, 0.0024309158325195312
346, 0.0021791458129882812
347, 0.002454042434692383
348, 0.004483938217163086
349, 0.002695322036743164
350, 0.0021419525146484375
351, 0.0023658275604248047
352, 0.0034830570220947266
353, 0.0025599002838134766
354, 0.0022058486938476562
355, 0.0021009445190429688
356, 0.0022890567779541016
357, 0.0032799243927001953
358, 0.0022411346435546875
359, 0.002142190933227539
360, 0.0025222301483154297
361, 0.004816770553588867
362, 0.002297639846801758
363, 0.0021588802337646484
364, 0.002216339111328125
365, 0.003979921340942383
366, 0.002357006072998047
367, 0.0022013187408447266
368, 0.0021829605102539062
369, 0.003554821014404297
370, 0.002492189407348633
371, 0.002463817596435547
372, 0.0022199153900146484
373, 0.0032567977905273438
374, 0.0029060840606689453
375, 0.002301931381225586
376, 0.002238035202026367
377, 0.0029277801513671875
378, 0.0025739669799804688
379, 0.0023491382598876953
380, 0.0025026798248291016
381, 0.0032498836517333984
382, 0.0029659271240234375
383, 0.002427816390991211
384, 0.002712726593017578
385, 0.002646923065185547
386, 0.0026810169219970703
387, 0.0031931400299072266
388, 0.004045009613037109
389, 0.002573251724243164
390, 0.0023050308227539062
391, 0.0023238658905029297
392, 0.0037851333618164062
393, 0.002359151840209961
394, 0.0023250579833984375
395, 0.003763914108276367
396, 0.002735137939453125
397, 0.0025911331176757812
398, 0.002343893051147461
399, 0.005199909210205078
400, 0.0024330615997314453
401, 0.002421140670776367
402, 0.002836942672729492
403, 0.0035021305084228516
404, 0.002401113510131836
405, 0.0024678707122802734
406, 0.002699136734008789
407, 0.0032377243041992188
408, 0.002501249313354492
409, 0.002421855926513672
410, 0.0052738189697265625
411, 0.002577066421508789
412, 0.0026030540466308594
413, 0.0025129318237304688
414, 0.003713846206665039
415, 0.002553224563598633
416, 0.002479076385498047
417, 0.0042378902435302734
418, 0.0025920867919921875
419, 0.0025169849395751953
420, 0.0029931068420410156
421, 0.003695964813232422
422, 0.0028159618377685547
423, 0.002536773681640625
424, 0.0051479339599609375
425, 0.002691030502319336
426, 0.0025551319122314453
427, 0.0027740001678466797
428, 0.006130218505859375
429, 0.002724885940551758
430, 0.003749847412109375
431, 0.0030448436737060547
432, 0.002602100372314453
433, 0.0029420852661132812
434, 0.0042266845703125
435, 0.002604961395263672
436, 0.003075838088989258
437, 0.0056459903717041016
438, 0.0034461021423339844
439, 0.002635955810546875
440, 0.00475311279296875
441, 0.0028171539306640625
442, 0.002638101577758789
443, 0.0027780532836914062
444, 0.0039179325103759766
445, 0.0027518272399902344
446, 0.002657175064086914
447, 0.005238056182861328
448, 0.0026988983154296875
449, 0.0026602745056152344
450, 0.004960060119628906
451, 0.0028171539306640625
452, 0.0027840137481689453
453, 0.003931999206542969
454, 0.0033330917358398438
455, 0.0028829574584960938
456, 0.003165006637573242
457, 0.004167795181274414
458, 0.0029370784759521484
459, 0.0029430389404296875
460, 0.005110025405883789
461, 0.0028252601623535156
462, 0.003319978713989258
463, 0.005740165710449219
464, 0.0028798580169677734
465, 0.0029947757720947266
466, 0.004350900650024414
467, 0.003355264663696289
468, 0.002820730209350586
469, 0.0034630298614501953
470, 0.0032868385314941406
471, 0.002969980239868164
472, 0.006758928298950195
473, 0.0031349658966064453
474, 0.003030061721801758
475, 0.00498509407043457
476, 0.0030770301818847656
477, 0.002889871597290039
478, 0.004647731781005859
479, 0.0030379295349121094
480, 0.003393888473510742
481, 0.005745887756347656
482, 0.0031440258026123047
483, 0.003106832504272461
484, 0.005361795425415039
485, 0.003142118453979492
486, 0.0033369064331054688
487, 0.005331993103027344
488, 0.003381013870239258
489, 0.002956867218017578
490, 0.005494594573974609
491, 0.003252267837524414
492, 0.003119945526123047
493, 0.005656719207763672
494, 0.0035581588745117188
495, 0.002995014190673828
496, 0.0058193206787109375
497, 0.003201007843017578
498, 0.003153085708618164
499, 0.005663871765136719
500, 0.0035178661346435547
501, 0.0034902095794677734
502, 0.004631996154785156
503, 0.003180980682373047
504, 0.004304170608520508
505, 0.0033757686614990234
506, 0.003413677215576172
507, 0.004584789276123047
508, 0.0034761428833007812
509, 0.0031757354736328125
510, 0.003206968307495117
511, 0.0032911300659179688
512, 0.004602193832397461
513, 0.0034630298614501953
514, 0.003108978271484375
515, 0.005681037902832031
516, 0.0033500194549560547
517, 0.0037622451782226562
518, 0.005853176116943359
519, 0.003525257110595703
520, 0.003184795379638672
521, 0.0036809444427490234
522, 0.003164052963256836
523, 0.004786252975463867
524, 0.0032999515533447266
525, 0.0032758712768554688
526, 0.006078958511352539
527, 0.0032701492309570312
528, 0.0034270286560058594
529, 0.00488591194152832
530, 0.003245115280151367
531, 0.0040590763092041016
532, 0.003628969192504883
533, 0.0032377243041992188
534, 0.006125926971435547
535, 0.0033321380615234375
536, 0.003607034683227539
537, 0.004985809326171875
538, 0.003278017044067383
539, 0.005585193634033203
540, 0.003454923629760742
541, 0.0032739639282226562
542, 0.00561213493347168
543, 0.005685091018676758
544, 0.005944967269897461
545, 0.003367900848388672
546, 0.0033321380615234375
547, 0.004999876022338867
548, 0.0036029815673828125
549, 0.005255937576293945
550, 0.0038232803344726562
551, 0.0033838748931884766
552, 0.004804134368896484
553, 0.003412961959838867
554, 0.006143093109130859
555, 0.003960132598876953
556, 0.004038095474243164
557, 0.004334926605224609
558, 0.003422975540161133
559, 0.006047964096069336
560, 0.003721952438354492
561, 0.0034427642822265625
562, 0.004743814468383789
563, 0.003980159759521484
564, 0.005590200424194336
565, 0.003911256790161133
566, 0.007525205612182617
567, 0.003696918487548828
568, 0.007067203521728516
569, 0.0035109519958496094
570, 0.005460023880004883
571, 0.0038640499114990234
572, 0.004229307174682617
573, 0.0050733089447021484
574, 0.003695249557495117
575, 0.006899833679199219
576, 0.005856037139892578
577, 0.006516218185424805
578, 0.003690004348754883
579, 0.005014896392822266
580, 0.0037910938262939453
581, 0.003720998764038086
582, 0.005388021469116211
583, 0.0036077499389648438
584, 0.007155895233154297
585, 0.0036590099334716797
586, 0.004088163375854492
587, 0.0043239593505859375
588, 0.0036220550537109375
589, 0.006976127624511719
590, 0.003735065460205078
591, 0.0061511993408203125
592, 0.003915071487426758
593, 0.003740072250366211
594, 0.003985881805419922
595, 0.003676891326904297
596, 0.0069119930267333984
597, 0.0041162967681884766
598, 0.005540132522583008
599, 0.003961801528930664
600, 0.005265951156616211
601, 0.0039370059967041016
602, 0.004218101501464844
603, 0.006616115570068359
604, 0.003780841827392578
605, 0.007196903228759766
606, 0.0038361549377441406
607, 0.005244016647338867
608, 0.006271839141845703
609, 0.005922079086303711
610, 0.003946065902709961
611, 0.0042266845703125
612, 0.005337715148925781
613, 0.0039670467376708984
614, 0.006030082702636719
615, 0.0038208961486816406
616, 0.006854057312011719
617, 0.004052162170410156
618, 0.005146980285644531
619, 0.004164934158325195
620, 0.0038111209869384766
621, 0.004333019256591797
622, 0.00409388542175293
623, 0.0056378841400146484
624, 0.0038700103759765625
625, 0.006999969482421875
626, 0.003983020782470703
627, 0.0058269500732421875
628, 0.004504680633544922
629, 0.005387067794799805
630, 0.004156827926635742
631, 0.004549741744995117
632, 0.004277944564819336
633, 0.004284858703613281
634, 0.005482912063598633
635, 0.00725102424621582
636, 0.0041048526763916016
637, 0.004313945770263672
638, 0.004754066467285156
639, 0.003966093063354492
640, 0.005384922027587891
641, 0.0041730403900146484
642, 0.005875349044799805
643, 0.004037141799926758
644, 0.007324934005737305
645, 0.004036903381347656
646, 0.007071971893310547
647, 0.004306316375732422
648, 0.006511211395263672
649, 0.004122018814086914
650, 0.005531787872314453
651, 0.004328012466430664
652, 0.004091024398803711
653, 0.004597187042236328
654, 0.004106044769287109
655, 0.0045850276947021484
656, 0.005847930908203125
657, 0.005026102066040039
658, 0.004619121551513672
659, 0.00457310676574707
660, 0.004497051239013672
661, 0.007346153259277344
662, 0.0057642459869384766
663, 0.004359245300292969
664, 0.0056056976318359375
665, 0.00432586669921875
666, 0.004347085952758789
667, 0.004752159118652344
668, 0.004766941070556641
669, 0.0046138763427734375
670, 0.0043849945068359375
671, 0.004786014556884766
672, 0.004819154739379883
673, 0.004557132720947266
674, 0.004456043243408203
675, 0.005876064300537109
676, 0.0041501522064208984
677, 0.004734992980957031
678, 0.004395008087158203
679, 0.005690813064575195
680, 0.004836082458496094
681, 0.005473136901855469
682, 0.004252910614013672
683, 0.0047910213470458984
684, 0.005032062530517578
685, 0.004889965057373047
686, 0.004661083221435547
687, 0.0046651363372802734
688, 0.006403923034667969
689, 0.004602909088134766
690, 0.005939006805419922
691, 0.004598140716552734
692, 0.009486198425292969
693, 0.004478931427001953
694, 0.0065310001373291016
695, 0.004680156707763672
696, 0.006018161773681641
697, 0.0045621395111083984
698, 0.0056722164154052734
699, 0.004742145538330078
700, 0.004522085189819336
701, 0.005895137786865234
702, 0.004504203796386719
703, 0.007886648178100586
704, 0.004980802536010742
705, 0.006915092468261719
706, 0.0044460296630859375
707, 0.005274057388305664
708, 0.0046999454498291016
709, 0.004616975784301758
710, 0.00514674186706543
711, 0.0048677921295166016
712, 0.004706144332885742
713, 0.0046269893646240234
714, 0.010472297668457031
715, 0.004499912261962891
716, 0.0077860355377197266
717, 0.0047419071197509766
718, 0.006638050079345703
719, 0.004783153533935547
720, 0.0051116943359375
721, 0.0049648284912109375
722, 0.004842996597290039
723, 0.006277799606323242
724, 0.004692792892456055
725, 0.007766008377075195
726, 0.004724979400634766
727, 0.0072939395904541016
728, 0.0057260990142822266
729, 0.006384134292602539
730, 0.005099773406982422
731, 0.0052182674407958984
732, 0.004533052444458008
733, 0.004970073699951172
734, 0.006033897399902344
735, 0.005230903625488281
736, 0.00755000114440918
737, 0.004913330078125
738, 0.006432056427001953
739, 0.008279085159301758
740, 0.004684925079345703
741, 0.0075359344482421875
742, 0.004911184310913086
743, 0.007266044616699219
744, 0.0047991275787353516
745, 0.005439043045043945
746, 0.005513906478881836
747, 0.005259990692138672
748, 0.007884979248046875
749, 0.004782915115356445
750, 0.0075571537017822266
751, 0.0051457881927490234
752, 0.007517099380493164
753, 0.004791259765625
754, 0.005697965621948242
755, 0.006229877471923828
756, 0.005023002624511719
757, 0.007635831832885742
758, 0.005033016204833984
759, 0.008649110794067383
760, 0.004854917526245117
761, 0.009406089782714844
762, 0.008055925369262695
763, 0.0072879791259765625
764, 0.004931211471557617
765, 0.0076138973236083984
766, 0.005296945571899414
767, 0.008140087127685547
768, 0.0051021575927734375
769, 0.008327960968017578
770, 0.0054738521575927734
771, 0.00569605827331543
772, 0.006777048110961914
773, 0.004984855651855469
774, 0.00797414779663086
775, 0.0049479007720947266
776, 0.00726008415222168
777, 0.006829977035522461
778, 0.0055999755859375
779, 0.007849931716918945
780, 0.0051441192626953125
781, 0.00816798210144043
782, 0.00587010383605957
783, 0.007669925689697266
784, 0.00691986083984375
785, 0.00545191764831543
786, 0.005792856216430664
787, 0.00758814811706543
788, 0.006237030029296875
789, 0.006559848785400391
790, 0.006949901580810547
791, 0.005049943923950195
792, 0.009490251541137695
793, 0.00521087646484375
794, 0.008014202117919922
795, 0.007838964462280273
796, 0.009206056594848633
797, 0.005271196365356445
798, 0.006678104400634766
799, 0.006829977035522461
800, 0.0054531097412109375
801, 0.0081329345703125
802, 0.005554914474487305
803, 0.00569605827331543
804, 0.008188247680664062
805, 0.0065691471099853516
806, 0.006864070892333984
807, 0.006936073303222656
808, 0.005419015884399414
809, 0.009560108184814453
810, 0.00835275650024414
811, 0.005429983139038086
812, 0.008692026138305664
813, 0.005546092987060547
814, 0.005932807922363281
815, 0.007817983627319336
816, 0.005337953567504883
817, 0.00815892219543457
818, 0.005667209625244141
819, 0.005641937255859375
820, 0.007915019989013672
821, 0.005350828170776367
822, 0.008709907531738281
823, 0.005803823471069336
824, 0.005553722381591797
825, 0.008523941040039062
826, 0.00665593147277832
827, 0.005302906036376953
828, 0.008651971817016602
829, 0.005258083343505859
830, 0.006376981735229492
831, 0.00813913345336914
832, 0.0056231021881103516
833, 0.00854802131652832
834, 0.006000995635986328
835, 0.005485057830810547
836, 0.008262872695922852
837, 0.005293130874633789
838, 0.007146120071411133
839, 0.008489847183227539
840, 0.005764007568359375
841, 0.007911920547485352
842, 0.005840301513671875
843, 0.005695819854736328
844, 0.009144783020019531
845, 0.005463838577270508
846, 0.006119728088378906
847, 0.008032083511352539
848, 0.007628917694091797
849, 0.005723714828491211
850, 0.00835275650024414
851, 0.005684852600097656
852, 0.008079767227172852
853, 0.006777048110961914
854, 0.0059528350830078125
855, 0.008491992950439453
856, 0.0056192874908447266
857, 0.0056688785552978516
858, 0.007609844207763672
859, 0.005448102951049805
860, 0.007892847061157227
861, 0.0068359375
862, 0.0058269500732421875
863, 0.008292913436889648
864, 0.0059239864349365234
865, 0.006150007247924805
866, 0.009005069732666016
867, 0.006466865539550781
868, 0.006021022796630859
869, 0.008292675018310547
870, 0.005568981170654297
871, 0.005569934844970703
872, 0.007947921752929688
873, 0.00566411018371582
874, 0.005711078643798828
875, 0.00839686393737793
876, 0.005925893783569336
877, 0.005712032318115234
878, 0.00921010971069336
879, 0.005896091461181641
880, 0.006249904632568359
881, 0.008352041244506836
882, 0.0058019161224365234
883, 0.007662057876586914
884, 0.008472204208374023
885, 0.01018214225769043
886, 0.005836963653564453
887, 0.008638143539428711
888, 0.007983207702636719
889, 0.00648188591003418
890, 0.010334014892578125
891, 0.009100198745727539
892, 0.011087179183959961
893, 0.010179758071899414
894, 0.010668039321899414
895, 0.012176275253295898
896, 0.006623268127441406
897, 0.0068509578704833984
898, 0.006337165832519531
899, 0.009751081466674805
900, 0.009656190872192383
901, 0.005877971649169922
902, 0.007835149765014648
903, 0.008430957794189453
904, 0.008146286010742188
905, 0.006094694137573242
906, 0.008879661560058594
907, 0.007832765579223633
908, 0.005940914154052734
909, 0.007815837860107422
910, 0.009119987487792969
911, 0.0057430267333984375
912, 0.006469011306762695
913, 0.00855708122253418
914, 0.006196022033691406
915, 0.005923032760620117
916, 0.008512020111083984
917, 0.006304025650024414
918, 0.005916118621826172
919, 0.00935506820678711
920, 0.00652003288269043
921, 0.005939006805419922
922, 0.009181022644042969
923, 0.008509159088134766
924, 0.006041049957275391
925, 0.006247043609619141
926, 0.009802103042602539
927, 0.008464813232421875
928, 0.006110191345214844
929, 0.007399797439575195
930, 0.009360790252685547
931, 0.006560087203979492
932, 0.006801128387451172
933, 0.010991096496582031
934, 0.009939908981323242
935, 0.007070064544677734
936, 0.006251096725463867
937, 0.008162736892700195
938, 0.009398937225341797
939, 0.006102085113525391
940, 0.006229877471923828
941, 0.011305809020996094
942, 0.008517980575561523
943, 0.00606083869934082
944, 0.007090091705322266
945, 0.008925914764404297
946, 0.006443977355957031
947, 0.006254911422729492
948, 0.009337186813354492
949, 0.009402275085449219
950, 0.00626826286315918
951, 0.006941080093383789
952, 0.009041309356689453
953, 0.008496284484863281
954, 0.006317853927612305
955, 0.00806283950805664
956, 0.009875059127807617
957, 0.007487058639526367
958, 0.006453990936279297
959, 0.007354259490966797
960, 0.012105941772460938
961, 0.008934259414672852
962, 0.006510734558105469
963, 0.006601095199584961
964, 0.009252071380615234
965, 0.007928133010864258
966, 0.006747007369995117
967, 0.006816864013671875
968, 0.008973121643066406
969, 0.00782012939453125
970, 0.0072438716888427734
971, 0.0075588226318359375
972, 0.009650945663452148
973, 0.009462833404541016
974, 0.007267951965332031
975, 0.006966114044189453
976, 0.008234977722167969
977, 0.012437105178833008
978, 0.009441614151000977
979, 0.006412029266357422
980, 0.006979227066040039
981, 0.008446216583251953
982, 0.008975028991699219
983, 0.0066242218017578125
984, 0.007031917572021484
985, 0.009198904037475586
986, 0.00946187973022461
987, 0.006868839263916016
988, 0.00677490234375
989, 0.009396076202392578
990, 0.00939798355102539
991, 0.006601095199584961
992, 0.0066890716552734375
993, 0.011713027954101562
994, 0.010004997253417969
995, 0.009659051895141602
